mean_decision_time,name,points,steps,timestamp,total_steps
0.036552983171799606,random_package_random_drop,1.0,34.0,1550161045.7944,34.0
0.02699896981639247,random_package_random_drop,-1.0,62.0,1550161046.2255528,62.0
0.022527052805973932,random_package_random_drop,-1.0,91.0,1550161046.601622,91.0
0.022567824177120045,random_package_random_drop,-1.0,92.0,1550161046.627883,92.0
0.022490568058465117,random_package_random_drop,-1.0,93.0,1550161046.6433449,93.0
0.022505179364630517,random_package_random_drop,-1.0,94.0,1550161046.667161,94.0
0.02244289297806589,random_package_random_drop,-1.0,95.0,1550161046.683746,95.0
0.022360185782114666,random_package_random_drop,-1.0,96.0,1550161046.6982248,96.0
0.02227444009682567,random_package_random_drop,-1.0,97.0,1550161046.712302,97.0
0.02219262171764763,random_package_random_drop,-1.0,98.0,1550161046.726541,98.0
0.022047312572748973,random_package_random_drop,-1.0,99.0,1550161046.734402,99.0
0.022075748443603514,random_package_random_drop,-1.0,100.0,1550161046.759246,100.0
